"","Site","Date","day_of_year","year","Tidal.elevation","quadrat.number","quad.distance","size","treatment"
"1072","Cove Apts","4/26/18",116,"2018","1.5",3,"",11,"control"
"1073","Cove Apts","4/26/18",116,"2018","1.5",3,"",12,"control"
"1074","Cove Apts","4/26/18",116,"2018","1.5",3,"",12,"control"
"1075","Cove Apts","4/26/18",116,"2018","1.5",3,"",10,"control"
"1076","Cove Apts","4/26/18",116,"2018","1.5",3,"",9,"control"
"1077","Cove Apts","4/26/18",116,"2018","1.5",4,"",10,"control"
"1078","Cove Apts","4/26/18",116,"2018","1.5",6,"",26,"control"
"1079","Cove Apts","4/26/18",116,"2018","1.5",6,"",10,"control"
"1080","Cove Apts","4/26/18",116,"2018","1.5",6,"",10,"control"
"1081","Cove Apts","4/26/18",116,"2018","1.5",6,"",10,"control"
"1082","Cove Apts","4/26/18",116,"2018","1.5",6,"",8,"control"
"1083","Cove Apts","4/26/18",116,"2018","1.5",6,"",12,"control"
"1084","Cove Apts","4/26/18",116,"2018","1.5",6,"",12,"control"
"1085","Cove Apts","4/26/18",116,"2018","1.5",6,"",9,"control"
"1086","Cove Apts","4/26/18",116,"2018","1.5",6,"",23,"control"
"1087","Cove Apts","4/26/18",116,"2018","1.5",6,"",13,"control"
"1088","Cove Apts","4/26/18",116,"2018","1.5",7,"",27,"control"
"1089","Cove Apts","4/26/18",116,"2018","1.5",7,"",23,"control"
"1090","Cove Apts","4/26/18",116,"2018","1.5",7,"",26,"control"
"1091","Cove Apts","4/26/18",116,"2018","1.5",8,"",10,"control"
"1092","Cove Apts","4/26/18",116,"2018","1.5",8,"",13,"control"
"1093","Cove Apts","4/26/18",116,"2018","1.5",8,"",8,"control"
"1094","Cove Apts","4/26/18",116,"2018","1.5",9,"",24,"control"
"1095","Cove Apts","4/26/18",116,"2018","1.5",9,"",9,"control"
"1096","Cove Apts","4/26/18",116,"2018","1.5",9,"",10,"control"
"1097","Cove Apts","4/26/18",116,"2018","1.5",9,"",13,"control"
"1098","Cove Apts","4/26/18",116,"2018","1.5",9,"",9,"control"
"1099","Cove Apts","4/26/18",116,"2018","1.5",9,"",12,"control"
"1100","Aramburu South","4/24/18",114,"2018","1.5",2,"",18,"control"
"1101","Aramburu South","4/24/18",114,"2018","1.5",2,"",23,"control"
"1102","Aramburu South","4/24/18",114,"2018","1.5",3,"",25,"control"
"1103","Aramburu South","4/24/18",114,"2018","1.5",3,"",22,"control"
"1104","Aramburu South","4/24/18",114,"2018","1.5",3,"",21,"control"
"1105","Aramburu South","4/24/18",114,"2018","1.5",3,"",9,"control"
"1106","Aramburu South","4/24/18",114,"2018","1.5",3,"",10,"control"
"1107","Aramburu South","4/24/18",114,"2018","1.5",3,"",8,"control"
"1108","Aramburu South","4/24/18",114,"2018","1.5",4,"",23,"control"
"1109","Aramburu South","4/24/18",114,"2018","1.5",4,"",27,"control"
"1110","Aramburu South","4/24/18",114,"2018","1.5",6,"",22,"control"
"1111","Aramburu South","4/24/18",114,"2018","1.5",6,"",10,"control"
"1112","Aramburu South","4/24/18",114,"2018","1.5",6,"",5,"control"
"1113","Aramburu South","4/24/18",114,"2018","1.5",6,"",8,"control"
"1114","Aramburu South","4/24/18",114,"2018","1.5",6,"",8,"control"
"1115","Aramburu South","4/24/18",114,"2018","1.5",7,"",23,"control"
"1116","Aramburu South","4/24/18",114,"2018","1.5",8,"",25,"control"
"1117","Aramburu South","4/24/18",114,"2018","1.5",8,"",21,"control"
"1118","Aramburu South","4/24/18",114,"2018","1.5",8,"",26,"control"
"1119","Aramburu South","4/24/18",114,"2018","1.5",9,"",7,"control"
"1120","Aramburu South","4/24/18",114,"2018","1.5",9,"",7,"control"
"1121","Aramburu South","4/24/18",114,"2018","1.5",9,"",4,"control"
"1122","Aramburu South","4/24/18",114,"2018","1.5",9,"",25,"control"
"1123","Aramburu South","4/24/18",114,"2018","1.5",10,"",24,"control"
"1124","Aramburu South","4/24/18",114,"2018","1.5",10,"",22,"control"
"1125","Aramburu South","4/24/18",114,"2018","1.5",10,"",21,"control"
"1126","Aramburu Central","4/24/18",114,"2018","1.5",2,"",20,"eradication"
"1127","Aramburu Central","4/24/18",114,"2018","1.5",2,"",22,"eradication"
"1128","Aramburu Central","4/24/18",114,"2018","1.5",2,"",9,"eradication"
"1129","Aramburu Central","4/24/18",114,"2018","1.5",2,"",9,"eradication"
"1130","Aramburu Central","4/24/18",114,"2018","1.5",3,"",16,"eradication"
"1131","Aramburu Central","4/24/18",114,"2018","1.5",3,"",25,"eradication"
"1132","Aramburu Central","4/24/18",114,"2018","1.5",5,"",22,"eradication"
"1133","Aramburu Central","4/24/18",114,"2018","1.5",6,"",23,"eradication"
"1134","Aramburu Central","4/24/18",114,"2018","1.5",6,"",24,"eradication"
"1135","Aramburu Central","4/24/18",114,"2018","1.5",6,"",23,"eradication"
"1136","Aramburu Central","4/24/18",114,"2018","1.5",6,"",23,"eradication"
"1137","Aramburu Central","4/24/18",114,"2018","1.5",6,"",25,"eradication"
"1138","Aramburu Central","4/24/18",114,"2018","1.5",9,"",25,"eradication"
"1139","Blackies","5/15/18",135,"2018","2",1,"",25,"control"
"1140","Blackies","5/15/18",135,"2018","2",1,"",24,"control"
"1141","Blackies","5/15/18",135,"2018","2",1,"",21,"control"
"1142","Blackies","5/15/18",135,"2018","2",2,"",19,"control"
"1143","Blackies","5/15/18",135,"2018","2",2,"",24,"control"
"1144","Blackies","5/15/18",135,"2018","2",3,"",26,"control"
"1145","Blackies","5/15/18",135,"2018","2",4,"",23,"control"
"1146","Blackies","5/15/18",135,"2018","2",4,"",20,"control"
"1147","Blackies","5/15/18",135,"2018","2",4,"",25,"control"
"1148","Blackies","5/15/18",135,"2018","2",4,"",22,"control"
"1149","Blackies","5/15/18",135,"2018","2",4,"",23,"control"
"1150","Blackies","5/15/18",135,"2018","2",4,"",19,"control"
"1151","Blackies","5/15/18",135,"2018","2",4,"",21,"control"
"1152","Blackies","5/15/18",135,"2018","2",5,"",22,"control"
"1153","Blackies","5/15/18",135,"2018","2",5,"",23,"control"
"1154","Blackies","5/15/18",135,"2018","2",5,"",24,"control"
"1155","Blackies","5/15/18",135,"2018","2",5,"",24,"control"
"1156","Blackies","5/15/18",135,"2018","2",5,"",23,"control"
"1157","Blackies","5/15/18",135,"2018","2",5,"",22,"control"
"1158","Blackies","5/15/18",135,"2018","2",5,"",23,"control"
"1159","Blackies","5/15/18",135,"2018","2",5,"",21,"control"
"1160","Blackies","5/15/18",135,"2018","2",5,"",19,"control"
"1161","Blackies","5/15/18",135,"2018","2",6,"",28,"control"
"1162","Blackies","5/15/18",135,"2018","2",6,"",26,"control"
"1163","Blackies","5/15/18",135,"2018","2",6,"",11,"control"
"1164","Blackies","5/15/18",135,"2018","2",10,"",11,"control"
"1165","Lanis Beach","4/25/18",115,"2018","2.5",1,"",30,"eradication"
"1166","Lanis Beach","4/25/18",115,"2018","2.5",1,"",28,"eradication"
"1167","Lanis Beach","4/25/18",115,"2018","2.5",1,"",25,"eradication"
"1168","Aramburu South","4/24/18",114,"2018","2.5",2,"",27,"control"
"1169","Aramburu South","4/24/18",114,"2018","2.5",2,"",27,"control"
"1170","Aramburu South","4/24/18",114,"2018","2.5",2,"",24,"control"
"1171","Aramburu South","4/24/18",114,"2018","2.5",2,"",7,"control"
"1172","Aramburu South","4/24/18",114,"2018","2.5",7,"",24,"control"
"1173","Aramburu South","4/24/18",114,"2018","2.5",7,"",9,"control"
"1174","Aramburu South","4/24/18",114,"2018","2.5",8,"",22,"control"
"1175","Aramburu South","4/24/18",114,"2018","2.5",9,"",21,"control"
"1176","Aramburu South","4/24/18",114,"2018","2.5",9,"",20,"control"
"1177","Aramburu South","4/24/18",114,"2018","2.5",9,"",10,"control"
"1178","Aramburu South","4/24/18",114,"2018","2.5",9,"",7,"control"
"1179","Aramburu South","4/24/18",114,"2018","2.5",9,"",21,"control"
"1180","Aramburu South","4/24/18",114,"2018","2.5",9,"",23,"control"
"1181","Aramburu South","4/24/18",114,"2018","2.5",9,"",10,"control"
"1182","Aramburu South","4/24/18",114,"2018","2.5",9,"",11,"control"
"1183","Aramburu South","4/24/18",114,"2018","2.5",9,"",25,"control"
"1184","Aramburu South","4/24/18",114,"2018","2.5",9,"",11,"control"
"1185","Aramburu South","4/24/18",114,"2018","2.5",10,"",10,"control"
"1186","Aramburu South","4/24/18",114,"2018","2.5",10,"",27,"control"
"1187","Aramburu Central","4/24/18",114,"2018","2.5",3,"",13,"eradication"
"1188","Hilarita","5/2/18",122,"2018","2.5",9,"",25,"control"
"1189","Hilarita","5/2/18",122,"2018","2.5",9,"",23,"control"
"1190","Hilarita","5/2/18",122,"2018","2.5",9,"",22,"control"
"1191","Hilarita","5/2/18",122,"2018","2.5",9,"",21,"control"
"1192","Hilarita","5/2/18",122,"2018","1.5",2,"",10,"control"
"1193","Hilarita","5/2/18",122,"2018","1.5",2,"",8,"control"
"1194","Hilarita","5/2/18",122,"2018","1.5",3,"",23,"control"
"1195","Hilarita","5/2/18",122,"2018","1.5",3,"",27,"control"
"1196","Hilarita","5/2/18",122,"2018","1.5",3,"",26,"control"
"1197","Hilarita","5/2/18",122,"2018","1.5",5,"",29,"control"
"1198","Hilarita","5/2/18",122,"2018","1.5",5,"",21,"control"
"1199","Hilarita","5/2/18",122,"2018","1.5",7,"",22,"control"
"1200","Hilarita","5/2/18",122,"2018","1.5",8,"",24,"control"
"1201","Hilarita","5/2/18",122,"2018","1.5",8,"",25,"control"
"1202","Hilarita","5/2/18",122,"2018","1.5",8,"",27,"control"
"1203","Hilarita","5/2/18",122,"2018","1.5",8,"",24,"control"
"1204","Hilarita","5/2/18",122,"2018","1.5",8,"",25,"control"
"1205","Hilarita","5/2/18",122,"2018","1.5",8,"",21,"control"
"1206","Hilarita","5/2/18",122,"2018","1.5",10,"",24,"control"
"1207","Aramburu Central","5/16/18",136,"2018","0.8",1,"",8,"eradication"
"1208","Aramburu Central","5/16/18",136,"2018","0.8",1,"",9,"eradication"
"1209","Aramburu Central","5/16/18",136,"2018","0.8",1,"",18,"eradication"
"1210","Aramburu Central","5/16/18",136,"2018","0.8",1,"",13,"eradication"
"1211","Aramburu Central","5/16/18",136,"2018","0.8",1,"",11,"eradication"
"1212","Aramburu Central","5/16/18",136,"2018","0.8",2,"",25,"eradication"
"1213","Aramburu Central","5/16/18",136,"2018","0.8",2,"",21,"eradication"
"1214","Aramburu Central","5/16/18",136,"2018","0.8",3,"",7,"eradication"
"1215","Aramburu Central","5/16/18",136,"2018","0.8",4,"",8,"eradication"
"1216","Aramburu Central","5/16/18",136,"2018","0.8",4,"",22,"eradication"
"1217","Aramburu Central","5/16/18",136,"2018","0.8",4,"",22,"eradication"
"1218","Aramburu Central","5/16/18",136,"2018","0.8",4,"",22,"eradication"
"1219","Aramburu Central","5/16/18",136,"2018","0.8",4,"",21,"eradication"
"1220","Aramburu Central","5/16/18",136,"2018","0.8",4,"",10,"eradication"
"1221","Aramburu Central","5/16/18",136,"2018","0.8",5,"",20,"eradication"
"1222","Aramburu Central","5/16/18",136,"2018","0.8",6,"",23,"eradication"
"1223","Aramburu Central","5/16/18",136,"2018","0.8",6,"",24,"eradication"
"1224","Aramburu Central","5/16/18",136,"2018","0.8",7,"",10,"eradication"
"1225","Aramburu Central","5/16/18",136,"2018","0.8",8,"",24,"eradication"
"1226","Aramburu Central","5/16/18",136,"2018","0.8",8,"",22,"eradication"
"1227","Aramburu Central","5/16/18",136,"2018","0.8",8,"",23,"eradication"
"1228","Aramburu Central","5/16/18",136,"2018","0.8",8,"",23,"eradication"
"1229","Aramburu Central","5/16/18",136,"2018","0.8",8,"",25,"eradication"
"1230","Aramburu Central","5/16/18",136,"2018","0.8",8,"",25,"eradication"
"1231","Aramburu Central","5/16/18",136,"2018","0.8",8,"",25,"eradication"
"1232","Aramburu Central","5/16/18",136,"2018","0.8",8,"",25,"eradication"
"1233","Aramburu Central","5/16/18",136,"2018","0.8",8,"",7,"eradication"
"1234","Aramburu Central","5/16/18",136,"2018","0.8",8,"",21,"eradication"
"1235","Aramburu Central","5/16/18",136,"2018","0.8",8,"",21,"eradication"
"1236","Aramburu Central","5/16/18",136,"2018","0.8",8,"",25,"eradication"
"1237","Aramburu Central","5/16/18",136,"2018","0.8",8,"",8,"eradication"
"1238","Aramburu Central","5/16/18",136,"2018","0.8",9,"",11,"eradication"
"1239","Aramburu Central","5/16/18",136,"2018","0.8",9,"",23,"eradication"
"1240","Aramburu Central","5/16/18",136,"2018","0.8",10,"",8,"eradication"
"1241","Aramburu Central","5/16/18",136,"2018","0.8",10,"",21,"eradication"
"1242","Aramburu South","5/16/18",136,"2018","0.8",2,"",22,"control"
"1243","Aramburu South","5/16/18",136,"2018","0.8",2,"",21,"control"
"1244","Aramburu South","5/16/18",136,"2018","0.8",2,"",24,"control"
"1245","Aramburu South","5/16/18",136,"2018","0.8",2,"",27,"control"
"1246","Aramburu South","5/16/18",136,"2018","0.8",2,"",8,"control"
"1247","Aramburu South","5/16/18",136,"2018","0.8",2,"",10,"control"
"1248","Aramburu South","5/16/18",136,"2018","0.8",2,"",7,"control"
"1249","Aramburu South","5/16/18",136,"2018","0.8",4,"",26,"control"
"1250","Aramburu South","5/16/18",136,"2018","0.8",4,"",24,"control"
"1251","Aramburu South","5/16/18",136,"2018","0.8",4,"",23,"control"
"1252","Aramburu South","5/16/18",136,"2018","0.8",4,"",23,"control"
"1253","Aramburu South","5/16/18",136,"2018","0.8",4,"",24,"control"
"1254","Aramburu South","5/16/18",136,"2018","0.8",4,"",19,"control"
"1255","Aramburu South","5/16/18",136,"2018","0.8",4,"",10,"control"
"1256","Aramburu South","5/16/18",136,"2018","0.8",4,"",16,"control"
"1257","Aramburu South","5/16/18",136,"2018","0.8",4,"",10,"control"
"1258","Aramburu South","5/16/18",136,"2018","0.8",4,"",9,"control"
"1259","Aramburu South","5/16/18",136,"2018","0.8",4,"",8,"control"
"1260","Aramburu South","5/16/18",136,"2018","0.8",5,"",9,"control"
"1261","Aramburu South","5/16/18",136,"2018","0.8",5,"",11,"control"
"1262","Aramburu South","5/16/18",136,"2018","0.8",5,"",10,"control"
"1263","Aramburu South","5/16/18",136,"2018","0.8",5,"",8,"control"
"1264","Aramburu South","5/16/18",136,"2018","0.8",7,"",24,"control"
"1265","Aramburu South","5/16/18",136,"2018","0.8",7,"",24,"control"
"1266","Aramburu South","5/16/18",136,"2018","0.8",7,"",10,"control"
"1267","Aramburu South","5/16/18",136,"2018","0.8",7,"",25,"control"
"1268","Aramburu South","5/16/18",136,"2018","0.8",7,"",26,"control"
"1269","Aramburu South","5/16/18",136,"2018","0.8",7,"",24,"control"
"1270","Aramburu South","5/16/18",136,"2018","0.8",7,"",9,"control"
"1271","Aramburu South","5/16/18",136,"2018","0.8",7,"",18,"control"
"1272","Aramburu South","5/16/18",136,"2018","0.8",7,"",22,"control"
"1273","Aramburu South","5/16/18",136,"2018","0.8",7,"",9,"control"
"1274","Aramburu South","5/16/18",136,"2018","0.8",6,"",28,"control"
"1275","Aramburu South","5/16/18",136,"2018","0.8",6,"",24,"control"
"1276","Aramburu South","5/16/18",136,"2018","0.8",6,"",24,"control"
"1277","Aramburu South","5/16/18",136,"2018","0.8",6,"",23,"control"
"1278","Aramburu South","5/16/18",136,"2018","0.8",6,"",23,"control"
"1279","Aramburu South","5/16/18",136,"2018","0.8",6,"",22,"control"
"1280","Aramburu South","5/16/18",136,"2018","0.8",6,"",12,"control"
"1281","Aramburu South","5/16/18",136,"2018","0.8",6,"",9,"control"
"1282","Aramburu South","5/16/18",136,"2018","0.8",6,"",10,"control"
"1283","Aramburu South","5/16/18",136,"2018","0.8",6,"",25,"control"
"1284","Aramburu South","5/16/18",136,"2018","0.8",8,"",24,"control"
"1285","Aramburu South","5/16/18",136,"2018","0.8",8,"",13,"control"
"1286","Aramburu South","5/16/18",136,"2018","0.8",9,"",10,"control"
"1287","Aramburu South","5/16/18",136,"2018","0.8",9,"",26,"control"
"1288","Aramburu South","5/16/18",136,"2018","0.8",9,"",24,"control"
"1289","Aramburu South","5/16/18",136,"2018","0.8",9,"",23,"control"
"1290","Aramburu South","5/16/18",136,"2018","0.8",9,"",24,"control"
"1291","Aramburu South","5/16/18",136,"2018","0.8",9,"",25,"control"
"1292","Aramburu South","5/16/18",136,"2018","0.8",9,"",24,"control"
"1293","Aramburu South","5/16/18",136,"2018","0.8",9,"",23,"control"
"1294","Aramburu South","5/16/18",136,"2018","0.8",9,"",24,"control"
"1295","Aramburu South","5/16/18",136,"2018","0.8",9,"",23,"control"
"1296","Aramburu South","5/16/18",136,"2018","0.8",10,"",25,"control"
"1297","Aramburu South","5/16/18",136,"2018","0.8",10,"",25,"control"
"1298","Aramburu South","7/14/18",195,"2018","1.5",2,"",28,"control"
"1299","Aramburu South","7/14/18",195,"2018","1.5",2,"",29,"control"
"1300","Aramburu South","7/14/18",195,"2018","1.5",6,"",14,"control"
"1301","Aramburu South","7/14/18",195,"2018","1.5",6,"",19,"control"
"1302","Aramburu South","7/14/18",195,"2018","1.5",7,"",15,"control"
"1303","Aramburu South","7/14/18",195,"2018","1.5",8,"",22,"control"
"1304","Aramburu South","7/14/18",195,"2018","1.5",8,"",9,"control"
"1305","Aramburu South","7/14/18",195,"2018","1.5",8,"",8,"control"
"1306","Aramburu South","7/14/18",195,"2018","1.5",9,"",8,"control"
"1307","Aramburu South","7/14/18",195,"2018","1.5",9,"",11,"control"
"1308","Aramburu South","7/14/18",195,"2018","1.5",9,"",11,"control"
"1309","Aramburu South","7/14/18",195,"2018","1.5",9,"",19,"control"
"1310","Aramburu South","7/14/18",195,"2018","1.5",9,"",12,"control"
"1311","Aramburu South","7/14/18",195,"2018","1.5",9,"",9,"control"
"1312","Aramburu South","7/14/18",195,"2018","1.5",9,"",6,"control"
"1313","Aramburu South","7/14/18",195,"2018","1.5",9,"",21,"control"
"1314","Aramburu South","7/14/18",195,"2018","1.5",9,"",9,"control"
"1315","Aramburu South","7/14/18",195,"2018","1.5",9,"",7,"control"
"1316","Aramburu South","7/14/18",195,"2018","1.5",10,"",9,"control"
"1317","Aramburu South","7/14/18",195,"2018","1.5",10,"",11,"control"
"1318","Aramburu South","7/14/18",195,"2018","1.5",10,"",9,"control"
"1319","Aramburu South","7/14/18",195,"2018","1.5",10,"",11,"control"
"1320","Aramburu South","7/14/18",195,"2018","1.5",10,"",11,"control"
"1321","Aramburu South","7/28/18",209,"2018","2.5",1,"",24,"control"
"1322","Aramburu South","7/28/18",209,"2018","2.5",1,"",23,"control"
"1323","Aramburu South","7/28/18",209,"2018","2.5",1,"",21,"control"
"1324","Aramburu South","7/28/18",209,"2018","2.5",1,"",23,"control"
"1325","Aramburu South","7/28/18",209,"2018","2.5",3,"",24,"control"
"1326","Aramburu South","7/28/18",209,"2018","2.5",3,"",25,"control"
"1327","Aramburu South","7/28/18",209,"2018","2.5",3,"",24,"control"
"1328","Aramburu South","7/28/18",209,"2018","2.5",5,"",21,"control"
"1329","Aramburu South","7/28/18",209,"2018","2.5",8,"",21,"control"
"1330","Aramburu South","7/28/18",209,"2018","2.5",8,"",23,"control"
"1331","Aramburu South","7/28/18",209,"2018","2.5",8,"",25,"control"
"1332","Aramburu South","7/28/18",209,"2018","2.5",8,"",21,"control"
"1333","Aramburu South","7/28/18",209,"2018","2.5",8,"",24,"control"
"1334","Aramburu South","7/28/18",209,"2018","2.5",8,"",19,"control"
"1335","Aramburu South","7/28/18",209,"2018","2.5",10,"",24,"control"
"1336","Aramburu South","7/28/18",209,"2018","2.5",10,"",23,"control"
"1337","Aramburu South","7/28/18",209,"2018","2.5",10,"",21,"control"
"1338","Aramburu South","7/28/18",209,"2018","2.5",10,"",21,"control"
"1339","Aramburu South","7/28/18",209,"2018","2.5",10,"",24,"control"
"1340","Aramburu South","7/28/18",209,"2018","2.5",10,"",14,"control"
"1341","Aramburu South","7/28/18",209,"2018","2.5",10,"",16,"control"
"1342","Aramburu South","7/28/18",209,"2018","2.5",10,"",13,"control"
"1343","Aramburu South","7/28/18",209,"2018","2.5",10,"",22,"control"
"1344","Aramburu South","7/28/18",209,"2018","2.5",10,"",17,"control"
"1345","Aramburu Central","7/14/18",195,"2018","1.5",1,"",10,"eradication"
"1346","Aramburu Central","7/14/18",195,"2018","1.5",1,"",22,"eradication"
"1347","Aramburu Central","7/14/18",195,"2018","1.5",1,"",8,"eradication"
"1348","Aramburu Central","7/14/18",195,"2018","1.5",1,"",8,"eradication"
"1349","Aramburu Central","7/14/18",195,"2018","1.5",1,"",7,"eradication"
"1350","Aramburu Central","7/14/18",195,"2018","1.5",2,"",24,"eradication"
"1351","Aramburu Central","7/14/18",195,"2018","1.5",2,"",24,"eradication"
"1352","Aramburu Central","7/14/18",195,"2018","1.5",2,"",25,"eradication"
"1353","Aramburu Central","7/14/18",195,"2018","1.5",2,"",9,"eradication"
"1354","Aramburu Central","7/14/18",195,"2018","1.5",2,"",10,"eradication"
"1355","Aramburu Central","7/14/18",195,"2018","1.5",2,"",10,"eradication"
"1356","Aramburu Central","7/14/18",195,"2018","1.5",2,"",21,"eradication"
"1357","Aramburu Central","7/14/18",195,"2018","1.5",3,"",27,"eradication"
"1358","Aramburu Central","7/14/18",195,"2018","1.5",3,"",8,"eradication"
"1359","Aramburu Central","7/14/18",195,"2018","1.5",3,"",7,"eradication"
"1360","Aramburu Central","7/14/18",195,"2018","1.5",3,"",8,"eradication"
"1361","Aramburu Central","7/14/18",195,"2018","1.5",4,"",10,"eradication"
"1362","Aramburu Central","7/14/18",195,"2018","1.5",4,"",7,"eradication"
"1363","Aramburu Central","7/14/18",195,"2018","1.5",5,"",9,"eradication"
"1364","Aramburu Central","7/14/18",195,"2018","1.5",5,"",26,"eradication"
"1365","Aramburu Central","7/14/18",195,"2018","1.5",5,"",24,"eradication"
"1366","Aramburu Central","7/14/18",195,"2018","1.5",5,"",22,"eradication"
"1367","Aramburu Central","7/14/18",195,"2018","1.5",5,"",23,"eradication"
"1368","Aramburu Central","7/14/18",195,"2018","1.5",5,"",23,"eradication"
"1369","Aramburu Central","7/14/18",195,"2018","1.5",5,"",22,"eradication"
"1370","Aramburu Central","7/14/18",195,"2018","1.5",5,"",24,"eradication"
"1371","Aramburu Central","7/14/18",195,"2018","1.5",5,"",21,"eradication"
"1372","Aramburu Central","7/14/18",195,"2018","1.5",6,"",11,"eradication"
"1373","Aramburu Central","7/14/18",195,"2018","1.5",6,"",8,"eradication"
"1374","Aramburu Central","7/14/18",195,"2018","1.5",6,"",22,"eradication"
"1375","Aramburu Central","7/14/18",195,"2018","1.5",7,"",11,"eradication"
"1376","Aramburu Central","7/14/18",195,"2018","1.5",7,"",13,"eradication"
"1377","Aramburu Central","7/14/18",195,"2018","1.5",7,"",10,"eradication"
"1378","Aramburu Central","7/14/18",195,"2018","1.5",8,"",22,"eradication"
"1379","Aramburu Central","7/14/18",195,"2018","1.5",8,"",22,"eradication"
"1380","Aramburu Central","7/14/18",195,"2018","1.5",9,"",7,"eradication"
"1381","Aramburu Central","7/14/18",195,"2018","1.5",9,"",14,"eradication"
"1382","Aramburu Central","7/14/18",195,"2018","1.5",4,"",10,"eradication"
"1383","Aramburu Central","7/14/18",195,"2018","1.5",4,"",24,"eradication"
"1384","Aramburu Central","7/14/18",195,"2018","1.5",4,"",22,"eradication"
"1385","Aramburu Central","7/14/18",195,"2018","1.5",4,"",28,"eradication"
"1386","Aramburu Central","7/14/18",195,"2018","2.5",4,"",14,"eradication"
"1387","Aramburu Central","7/14/18",195,"2018","2.5",5,"",24,"eradication"
"1388","Aramburu Central","7/14/18",195,"2018","2.5",5,"",17,"eradication"
"1389","Aramburu Central","7/14/18",195,"2018","2.5",7,"",17,"eradication"
"1390","Aramburu Central","7/14/18",195,"2018","2.5",9,"",12,"eradication"
"1391","Cove Apts","7/17/18",198,"2018","1.5",1,"",25,"control"
"1392","Cove Apts","7/17/18",198,"2018","1.5",1,"",28,"control"
"1393","Cove Apts","7/17/18",198,"2018","1.5",1,"",11,"control"
"1394","Cove Apts","7/17/18",198,"2018","1.5",1,"",12,"control"
"1395","Cove Apts","7/17/18",198,"2018","1.5",1,"",12,"control"
"1396","Cove Apts","7/17/18",198,"2018","1.5",1,"",11,"control"
"1397","Cove Apts","7/17/18",198,"2018","1.5",1,"",9,"control"
"1398","Cove Apts","7/17/18",198,"2018","1.5",2,"",9,"control"
"1399","Cove Apts","7/17/18",198,"2018","1.5",2,"",11,"control"
"1400","Cove Apts","7/17/18",198,"2018","1.5",2,"",12,"control"
"1401","Cove Apts","7/17/18",198,"2018","1.5",2,"",11,"control"
"1402","Cove Apts","7/17/18",198,"2018","1.5",2,"",10,"control"
"1403","Cove Apts","7/17/18",198,"2018","1.5",2,"",5,"control"
"1404","Cove Apts","7/17/18",198,"2018","1.5",2,"",13,"control"
"1405","Cove Apts","7/17/18",198,"2018","1.5",3,"",23,"control"
"1406","Cove Apts","7/17/18",198,"2018","1.5",3,"",3,"control"
"1407","Cove Apts","7/17/18",198,"2018","1.5",3,"",24,"control"
"1408","Cove Apts","7/17/18",198,"2018","1.5",3,"",7,"control"
"1409","Cove Apts","7/17/18",198,"2018","1.5",3,"",12,"control"
"1410","Cove Apts","7/17/18",198,"2018","1.5",3,"",11,"control"
"1411","Cove Apts","7/17/18",198,"2018","1.5",3,"",9,"control"
"1412","Cove Apts","7/17/18",198,"2018","1.5",3,"",8,"control"
"1413","Cove Apts","7/17/18",198,"2018","1.5",3,"",9,"control"
"1414","Cove Apts","7/17/18",198,"2018","1.5",3,"",2,"control"
"1415","Cove Apts","7/17/18",198,"2018","1.5",4,"",6,"control"
"1416","Cove Apts","7/17/18",198,"2018","1.5",4,"",3,"control"
"1417","Cove Apts","7/17/18",198,"2018","1.5",4,"",11,"control"
"1418","Cove Apts","7/17/18",198,"2018","1.5",4,"",3,"control"
"1419","Cove Apts","7/17/18",198,"2018","1.5",5,"",25,"control"
"1420","Cove Apts","7/17/18",198,"2018","1.5",5,"",15,"control"
"1421","Cove Apts","7/17/18",198,"2018","1.5",5,"",10,"control"
"1422","Cove Apts","7/17/18",198,"2018","1.5",5,"",11,"control"
"1423","Cove Apts","7/17/18",198,"2018","1.5",5,"",8,"control"
"1424","Cove Apts","7/17/18",198,"2018","1.5",5,"",8,"control"
"1425","Cove Apts","7/17/18",198,"2018","1.5",5,"",7,"control"
"1426","Cove Apts","7/17/18",198,"2018","1.5",5,"",11,"control"
"1427","Cove Apts","7/17/18",198,"2018","1.5",5,"",10,"control"
"1428","Cove Apts","7/17/18",198,"2018","1.5",6,"",22,"control"
"1429","Cove Apts","7/17/18",198,"2018","1.5",6,"",9,"control"
"1430","Cove Apts","7/17/18",198,"2018","1.5",6,"",11,"control"
"1431","Cove Apts","7/17/18",198,"2018","1.5",6,"",10,"control"
"1432","Cove Apts","7/17/18",198,"2018","1.5",6,"",8,"control"
"1433","Cove Apts","7/17/18",198,"2018","1.5",6,"",10,"control"
"1434","Cove Apts","7/17/18",198,"2018","1.5",6,"",6,"control"
"1435","Cove Apts","7/17/18",198,"2018","1.5",6,"",6,"control"
"1436","Cove Apts","7/17/18",198,"2018","1.5",6,"",8,"control"
"1437","Cove Apts","7/17/18",198,"2018","1.5",6,"",10,"control"
"1438","Cove Apts","7/17/18",198,"2018","1.5",7,"",14,"control"
"1439","Cove Apts","7/17/18",198,"2018","1.5",7,"",9,"control"
"1440","Cove Apts","7/17/18",198,"2018","1.5",8,"",16,"control"
"1441","Cove Apts","7/17/18",198,"2018","1.5",8,"",5,"control"
"1442","Cove Apts","7/17/18",198,"2018","1.5",8,"",11,"control"
"1443","Cove Apts","7/17/18",198,"2018","1.5",8,"",10,"control"
