Site,Date,day_of_year,year,Tidal elevation,quadrat number,quad distance,size
Hilarita,7/26/18,207,2018,1.5,3,,25
Hilarita,7/26/18,207,2018,1.5,3,,12
Hilarita,7/26/18,207,2018,1.5,3,,20
Hilarita,7/26/18,207,2018,1.5,3,,18
Hilarita,7/26/18,207,2018,1.5,5,,25
Hilarita,7/26/18,207,2018,1.5,5,,21
Hilarita,7/26/18,207,2018,1.5,6,,8
Hilarita,7/26/18,207,2018,1.5,6,,27
Hilarita,7/26/18,207,2018,1.5,6,,14
Hilarita,7/26/18,207,2018,1.5,6,,12
Hilarita,7/26/18,207,2018,1.5,6,,13
Hilarita,7/26/18,207,2018,1.5,6,,11
Hilarita,7/26/18,207,2018,1.5,6,,20
Hilarita,7/26/18,207,2018,1.5,6,,10
Hilarita,7/26/18,207,2018,1.5,7,,23
Hilarita,7/26/18,207,2018,1.5,7,,11
Hilarita,7/26/18,207,2018,1.5,7,,6
Hilarita,7/26/18,207,2018,1.5,8,,22
Hilarita,7/26/18,207,2018,1.5,8,,22
Hilarita,7/26/18,207,2018,1.5,10,,7
Hilarita,7/26/18,207,2018,1.5,10,,9
Hilarita,7/26/18,207,2018,1.5,10,,10
Hilarita,7/26/18,207,2018,1.5,10,,6
Lanis Beach,7/17/18,198,2018,1.5,1,,24
Lanis Beach,7/17/18,198,2018,1.5,1,,21
Lanis Beach,7/17/18,198,2018,1.5,1,,17
Lanis Beach,7/17/18,198,2018,1.5,1,,19
Lanis Beach,7/17/18,198,2018,1.5,1,,11
Lanis Beach,7/17/18,198,2018,1.5,1,,19
Lanis Beach,7/17/18,198,2018,1.5,3,,16
Lanis Beach,7/17/18,198,2018,1.5,3,,12
Lanis Beach,7/17/18,198,2018,1.5,3,,16
Lanis Beach,7/17/18,198,2018,1.5,3,,17
Lanis Beach,7/17/18,198,2018,1.5,3,,17
Lanis Beach,7/17/18,198,2018,1.5,3,,22
Lanis Beach,7/17/18,198,2018,1.5,3,,19
Lanis Beach,7/17/18,198,2018,1.5,3,,20
Lanis Beach,7/17/18,198,2018,1.5,3,,17
Lanis Beach,7/17/18,198,2018,1.5,3,,13
Lanis Beach,7/17/18,198,2018,1.5,5,,18
Lanis Beach,7/17/18,198,2018,1.5,7,,15
Lanis Beach,7/17/18,198,2018,1.5,9,,14
Lanis Beach,7/17/18,198,2018,1.5,10,,17
Lanis Boulders,7/17/18,198,2018,,1,,19
Lanis Boulders,7/17/18,198,2018,,1,,20
Lanis Boulders,7/17/18,198,2018,,1,,17
Lanis Boulders,7/17/18,198,2018,,1,,17
Lanis Boulders,7/17/18,198,2018,,1,,17
Lanis Boulders,7/17/18,198,2018,,1,,18
Lanis Boulders,7/17/18,198,2018,,1,,20
Lanis Boulders,7/17/18,198,2018,,1,,16
Lanis Boulders,7/17/18,198,2018,,1,,18
Lanis Boulders,7/17/18,198,2018,,1,,17
Lanis Boulders,7/17/18,198,2018,,2,,26
Lanis Boulders,7/17/18,198,2018,,2,,19
Lanis Boulders,7/17/18,198,2018,,2,,17
Lanis Boulders,7/17/18,198,2018,,2,,18
Lanis Boulders,7/17/18,198,2018,,2,,19
Lanis Boulders,7/17/18,198,2018,,2,,9
Lanis Boulders,7/17/18,198,2018,,2,,16
Lanis Boulders,7/17/18,198,2018,,2,,22
Lanis Boulders,7/17/18,198,2018,,2,,15
Lanis Boulders,7/17/18,198,2018,,2,,18
Lanis Boulders,7/17/18,198,2018,,2,,16
Lanis Boulders,7/17/18,198,2018,,3,,17
Lanis Boulders,7/17/18,198,2018,,3,,17
Lanis Boulders,7/17/18,198,2018,,3,,17
Lanis Boulders,7/17/18,198,2018,,3,,17
Lanis Boulders,7/17/18,198,2018,,3,,18
Lanis Boulders,7/17/18,198,2018,,3,,19
Lanis Boulders,7/17/18,198,2018,,3,,17
Lanis Boulders,7/17/18,198,2018,,3,,15
Lanis Boulders,7/17/18,198,2018,,3,,16
Lanis Boulders,7/17/18,198,2018,,3,,15
Lanis Boulders,7/17/18,198,2018,,4,,18
Lanis Boulders,7/17/18,198,2018,,4,,18
Lanis Boulders,7/17/18,198,2018,,4,,15
Lanis Boulders,7/17/18,198,2018,,4,,17
Lanis Boulders,7/17/18,198,2018,,4,,18
Lanis Boulders,7/17/18,198,2018,,4,,19
Lanis Boulders,7/17/18,198,2018,,4,,13
Lanis Boulders,7/17/18,198,2018,,4,,13
Lanis Boulders,7/17/18,198,2018,,4,,15
Lanis Boulders,7/17/18,198,2018,,4,,16
Lanis Boulders,7/17/18,198,2018,,5,,16
Lanis Boulders,7/17/18,198,2018,,5,,15
Lanis Boulders,7/17/18,198,2018,,5,,15
Lanis Boulders,7/17/18,198,2018,,5,,15
Lanis Boulders,7/17/18,198,2018,,5,,17
Lanis Boulders,7/17/18,198,2018,,5,,18
Lanis Boulders,7/17/18,198,2018,,5,,13
Lanis Boulders,7/17/18,198,2018,,5,,16
Lanis Boulders,7/17/18,198,2018,,5,,17
Lanis Boulders,7/17/18,198,2018,,5,,10
Lanis Boulders,7/17/18,198,2018,,6,,16
Lanis Boulders,7/17/18,198,2018,,6,,14
Lanis Boulders,7/17/18,198,2018,,6,,16
Lanis Boulders,7/17/18,198,2018,,6,,14
Lanis Boulders,7/17/18,198,2018,,6,,11
Lanis Boulders,7/17/18,198,2018,,6,,15
Lanis Boulders,7/17/18,198,2018,,6,,15
Lanis Boulders,7/17/18,198,2018,,6,,12
Lanis Boulders,7/17/18,198,2018,,6,,22
Lanis Boulders,7/17/18,198,2018,,6,,13
Lanis Boulders,7/17/18,198,2018,,7,,16
Lanis Boulders,7/17/18,198,2018,,7,,15
Lanis Boulders,7/17/18,198,2018,,7,,15
Lanis Boulders,7/17/18,198,2018,,7,,14
Lanis Boulders,7/17/18,198,2018,,8,,16
Lanis Boulders,7/17/18,198,2018,,8,,14
Lanis Boulders,7/17/18,198,2018,,8,,17
Lanis Boulders,7/17/18,198,2018,,8,,14
Lanis Boulders,7/17/18,198,2018,,9,,18
Lanis Boulders,7/17/18,198,2018,,9,,14
Lanis Boulders,7/17/18,198,2018,,9,,13
Lanis Boulders,7/17/18,198,2018,,9,,13
